TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;10.435.467/0001-18;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9436.14;;2025-07-29;Outros;999 X 999
FI;10.435.467/0001-18;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;52795.37;;2025-07-29;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1639074258.73;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;682651981.35;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;602784606.97;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1088202010.39;;;SCP;DOL X PRE
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;58117453.22;;;SDE;DI1 X REU
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;167466693.12;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;496906767.79;;;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;336035234.39;;;SDC;DI1 X DOL
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1384982618.79;;;SDP;DI1 X PRE
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1034514380.88;;;SDL;DI1 X IAP
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;744845332.70;;;SCP;DOL X PRE
FI;12.610.561/0001-91;TOTAL FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;22472229.27;;2025-07-29;SDL;DI1 X IAP
FI;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;139748644.00;;;SDM;DI1 X IGM
FI;15.037.582/0001-58;BB PREV PÚBLICO RF FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;66474457.00;;;SFD;IPC X DI1
FI;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3977369025.97;;;SDP;DI1 X PRE
FI;15.740.377/0001-54;SANTANDER DIAMANTINA MULTIMERCADO CRÉDITO PRIVADO - FIF;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12433.39;;;SDP;DI1 X PRE
FI;22.681.938/0001-57;LC GLOBAL MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO IE RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;84665.08;;2025-07-29;Outros;999 X 999
FI;27.883.656/0001-56;DHF FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;787115.56;;2025-07-29;Outros;999 X 999
FI;27.883.656/0001-56;DHF FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2005200.00;;2025-07-29;SCP;DOL X PRE
FI;28.077.946/0001-75;PRATA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;16514703.01;;;SDP;DI1 X PRE
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;49629532.15;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;69454641.18;;;Outros;999 X 999
FI;29.045.966/0001-27;JIANG FIF - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3971240.66;;;SDP;DI1 X PRE
FI;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;236457215.33;;;SDL;DI1 X IAP
FI;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7267062.97;;;SDP;DI1 X PRE
FI;30.102.276/0001-41;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;222268447.67;;;SDL;DI1 X IAP
FI;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;259699647.01;;;Outros;999 X 999
FI;33.701.422/0001-43;MIZUHO BRAZIL FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO - INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;259699647.01;;;Outros;999 X 999
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;115198774.42;;;Outros;999 X 999
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9241933.87;;;SCP;DOL X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;54973615.26;;;SDC;DI1 X DOL
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;9301007.23;;;SDP;DI1 X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;170519092.07;;;Outros;999 X 999
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;25059079.15;;;SCP;DOL X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12221622.37;;;SDP;DI1 X PRE
FI;33.913.576/0001-07;DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;13358674.26;;;SDC;DI1 X DOL
FI;34.218.740/0001-10;TREND CANNABIS FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;7546.83;;2025-07-29;Outros;999 X 999
FI;34.218.740/0001-10;TREND CANNABIS FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;834554.54;;2025-07-29;Outros;999 X 999
FI;35.690.218/0001-08;BB MULTIMERCADO OURO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;266057.60;;;SCO;DOL X OZ1
FI;35.690.218/0001-08;BB MULTIMERCADO OURO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;62195549.09;;;SCO;DOL X OZ1
FI;35.813.066/0001-85;B3R FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE ILIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;44754.36;;;SDP;DI1 X PRE
FI;36.771.708/0001-93;STIMA ENERGIA FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3353303.21;;;SCP;DOL X PRE
FI;36.771.708/0001-93;STIMA ENERGIA FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1940364.40;;;SCP;DOL X PRE
FI;37.235.820/0001-72;BRAM OURO USD FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;519136.92;;;Outros;999 X 999
FI;37.235.820/0001-72;BRAM OURO USD FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7745405.32;;;Outros;999 X 999
FI;37.235.861/0001-69;BRAM OURO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;8888811.99;;;Outros;999 X 999
FI;37.552.975/0001-32;TREND IMOBILIÁRIO AMERICANO FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;48389.30;;2025-07-29;Outros;999 X 999
FI;37.895.175/0001-14;TREND SAÚDE GLOBAL FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;77198.22;;2025-07-29;Outros;999 X 999
FI;37.895.175/0001-14;TREND SAÚDE GLOBAL FUNDO DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;136445.32;;2025-07-29;Outros;999 X 999
FI;38.027.135/0001-13;TREND PRATA FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;325182.42;;2025-07-29;Outros;999 X 999
FI;38.027.135/0001-13;TREND PRATA FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;731152.78;;2025-07-29;Outros;999 X 999
FI;38.388.984/0001-00;BRAM EQUITY HEDGE FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;864406.98;;;Outros;999 X 999
FI;38.658.114/0001-04;TARUMÃ FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4944338.73;;;SDL;DI1 X IAP
FI;38.658.114/0001-04;TARUMÃ FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7457235.96;;;SDL;DI1 X IAP
FI;39.937.544/0001-10;VINCI SELECTION LONG BIASED FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP  LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2915.07;;2025-07-29;Outros;999 X 999
FI;40.021.855/0001-13;BB TOP MULTIMERCADO CARBONO LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;494188.78;;;SSE;SEL X REU
FI;40.127.685/0001-56;VINCI RETORNO REAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;546454.37;;2025-07-29;Outros;999 X 999
FI;41.593.482/0001-18;VINLAND PLUS MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1211.83;;2025-07-29;SDP;DI1 X PRE
FI;41.736.872/0001-08;SPS III FEEDER C FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1019.70;;;SCP;DOL X PRE
FI;41.736.872/0001-08;SPS III FEEDER C FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;827145.36;;;SCP;DOL X PRE
FI;41.907.150/0001-60;CITRINO FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;42.279.987/0001-75;ELECTRON GLOBAL ADVISORY MÁSTER CI EM AÇÕES INVESTIMENTO NO EXTERIOR - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;15171.82;;2025-07-29;SCP;DOL X PRE
FI;42.279.987/0001-75;ELECTRON GLOBAL ADVISORY MÁSTER CI EM AÇÕES INVESTIMENTO NO EXTERIOR - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;290793.16;;2025-07-29;SCP;DOL X PRE
FI;42.404.779/0001-50;SPS III FEEDER B FUNDO  DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1463.43;;;SCP;DOL X PRE
FI;42.404.779/0001-50;SPS III FEEDER B FUNDO  DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1187090.74;;;SCP;DOL X PRE
FI;42.405.550/0001-30;SPS III FEEDER A FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1311.49;;;SCP;DOL X PRE
FI;42.405.550/0001-30;SPS III FEEDER A FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1063834.27;;;SCP;DOL X PRE
FI;42.556.281/0001-03;PCS II BRASIL FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;34906.33;;2025-07-29;SDP;DI1 X PRE
FI;43.105.489/0001-79;Pictet TR Atlas Titan Advisory FIA IE;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;19062.91;;2025-07-29;SCP;DOL X PRE
FI;43.105.489/0001-79;Pictet TR Atlas Titan Advisory FIA IE;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;66347.55;;2025-07-29;SCP;DOL X PRE
FI;43.790.956/0001-47;CORETUBA ICATU PREVIDÊNCIA QUALIFICADO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3629.33;;;SDP;DI1 X PRE
FI;43.960.245/0001-73;AMW ISIS MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;568.98;;;SDP;DI1 X PRE
FI;43.960.245/0001-73;AMW ISIS MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;346.88;;;SDP;DI1 X PRE
FI;43.980.182/0001-17;ATLANTIS WP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3246.67;;2025-07-29;Outros;999 X 999
FI;43.980.182/0001-17;ATLANTIS WP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5718.21;;2025-07-29;Outros;999 X 999
FI;44.109.989/0001-41;ACUERE QUALIFICADO ICATU FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;6221.71;;;SDP;DI1 X PRE
FI;44.162.969/0001-34;TERRABLU ICATU QUALIFICADO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2246.73;;;SDP;DI1 X PRE
FI;44.283.966/0001-59;WARREN FO TÁTICO RF1 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1368.67;;;SDP;DI1 X PRE
FI;44.283.966/0001-59;WARREN FO TÁTICO RF1 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;284850.00;;;SDP;DI1 X PRE
FI;44.836.316/0001-93;POLO ENDURANCE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;268908.38;;2025-07-29;Outros;999 X 999
FI;44.903.494/0001-90;WP FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;13819.15;;;SDP;DI1 X PRE
FI;48.970.281/0001-31;SUGOI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;504879.43;;2025-07-29;Outros;999 X 999
FI;50.533.505/0001-90;RIO BRAVO ESTRATÉGICO IPCA FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2455350.32;;2025-07-29;SLP;IAP X PRE
FI;50.533.505/0001-90;RIO BRAVO ESTRATÉGICO IPCA FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;41406007.26;;2025-07-29;SNP;IND X PRE
FI;50.992.370/0001-20;CAIXA MASTER JUROS E MOEDAS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO-RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;175131.01;;;Outros;999 X 999
FI;71.586.432/0001-74;BRAM H MULTI FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-04-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3088185.88;;;SDL;DI1 X IAP
